,etablissement,filiere_agregee,zone,statut_simplifie,region
3090,Université Polytechnique Hauts-de-France,Licence_Las,Province,Public,Hauts-de-France
3091,INSTITUT DES SCIENCES ET TECHNIQUES DE LA READAPTATION UNIVERSITE LYON 1,Autre formation,Province,Public,Auvergne-Rhône-Alpes
3092,Université d'Amiens,Licence_Las,Province,Public,Hauts-de-France
3093,Université Grenoble Alpes,PASS,Province,Public,Auvergne-Rhône-Alpes
3094,Aix-Marseille Université - Site de Marseille Timone,PASS,Province,Public,Provence Alpes Côte d'Azur
3095,Université de Montpellier,PASS,Province,Public,Occitanie
3096,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
3097,IFSI Croix Rouge Française Toulouse,IFSI,Province,Public,Occitanie
3098,Université de Brest,Licence_Las,Province,Public,Bretagne
3099,ECAM Strasbourg-Europe,Ecole d'Ingénieur,Province,Privé,Grand Est
3100,Ecole d'ingénieurs privée ECAM EPMI,Ecole d'Ingénieur,Province,Privé,Provence Alpes Côte d'Azur
3101,INALCO,Licence_Las,Ile-de-France,Public,Ile-de-France
3102,Institut national universitaire Champollion,Licence_Las,Province,Public,Occitanie
3106,ENSIM Le Mans,Ecole d'Ingénieur,Province,Public,Pays de la Loire
3107,Sup'Biotech Paris,Ecole d'Ingénieur,Ile-de-France,Privé,Ile-de-France
3108,Lycée De La Plaine De L'Ain,BTS,Province,Public,Auvergne-Rhône-Alpes
3109,Lycée De La Plaine De L'Ain,BTS,Province,Public,Auvergne-Rhône-Alpes
3110,Lycée Saint Joseph,BTS,Province,Privé,Hauts-de-France
3111,Lycée Valery Larbaud,BTS,Province,Public,Auvergne-Rhône-Alpes
3112,Lycée Albert Calmette,BTS,Province,Public,Provence Alpes Côte d'Azur
3113,Institut Sainte Marie de Chavagnes,BTS,Province,Privé,Provence Alpes Côte d'Azur
3114,Lycée Les Fauvettes,BTS,Province,Privé,Provence Alpes Côte d'Azur
3115,Lycée Léonard De Vinci,BTS,Province,Public,Provence Alpes Côte d'Azur
3116,Lycée Marie De Champagne,BTS,Province,Public,Grand Est
3117,Campus des Comtes de champagne - URCA,Licence,Province,Public,Grand Est
3118,I.U.T de Rodez,DUT,Province,Public,Occitanie
3119,Site Villefr. de Rouergue de l'Institut Fr. Marty,BTS,Province,Privé,Occitanie
3120,Lycée Vauvenargues,CPGE,Province,Public,Provence Alpes Côte d'Azur
3121,Lycée Thiers,CPGE,Province,Public,Provence Alpes Côte d'Azur
3122,Lycée Victor Hugo,BTS,Province,Public,Provence Alpes Côte d'Azur
3123,Lycée Jean Perrin,BTS,Province,Public,Provence Alpes Côte d'Azur
3124,Lycée Jean Perrin,BTS,Province,Public,Provence Alpes Côte d'Azur
3125,Lycée St Vincent De Paul,Autre formation,Province,Privé,Provence Alpes Côte d'Azur
3126,IUT Aix-Marseille - Site de Marseille St Jérôme,DUT,Province,Public,Provence Alpes Côte d'Azur
3127,Aix Marseille Université - Site d'Aix-en-Provence,Licence,Province,Public,Provence Alpes Côte d'Azur
3128,Lycée Marie Madeleine Fourcade,BTS,Province,Public,Provence Alpes Côte d'Azur
3129,Lycée ORT Léon Bramson,BTS,Province,Privé,Provence Alpes Côte d'Azur
3130,Lycée Andre Argouges,Autre formation,Province,Public,Auvergne-Rhône-Alpes
3131,E.S.AA.T.,Autre formation,Province,Public,Hauts-de-France
3132,E.S.AA.T.,Autre formation,Province,Public,Hauts-de-France
3133,Lycée professionnel Jacques Brel,Autre formation,Ile-de-France,Public,Ile-de-France
3134,Lycée professionnel Alfred Costes,Autre formation,Ile-de-France,Public,Ile-de-France
3135,I.U.T de Villetaneuse - Université Sorbonne Paris Nord,DUT,Ile-de-France,Public,Ile-de-France
3136,ADES FORMATIONS,EFTS,Province,Privé,Nouvelle-Aquitaine
3137,ASKORIA - Site de Saint-Brieuc,EFTS,Province,Privé,Bretagne
3138,Lycée professionnel des Métiers Jean-Baptiste Clément,BTS,Province,Public,Grand Est
3139,LYCEE POLYVALENT GUSTAVE MONOD,Autre formation,Ile-de-France,Public,Ile-de-France
3140,Lycée professionnel Elie Castor,Autre formation,Outre-mer / Etranger,Public,Guyane
3141,IFSI CHS du Rouvray Sotteville,IFSI,Province,Public,Normandie
3142,Pôle formation recherche Institut Saint Simon,EFTS,Province,Privé,Occitanie
3143,Lycée professionnel Jean Rostand,BTS,Province,Public,Bourgogne-Franche-Comté
3144,CNAM Chalon,Autre formation,Province,Public,Bourgogne-Franche-Comté
3145,Lycée du Diadème - Te tara o mai'ao,BTS,Outre-mer / Etranger,Public,Polynésie française
3146,Sciences Po Lille - Institut d'études politiques,Autre formation,Province,Public,Hauts-de-France
3147,CPBx (ENSPIMA),Ecole d'Ingénieur,Province,Public,Nouvelle-Aquitaine
3148,Ecole nationale supérieure de paysage Versailles,Autre formation,Ile-de-France,Public,Ile-de-France
3149,INSTITUT PEDICURIE PODOLOGIE REGION SANITAIRE DE LILLE,Autre formation,Province,Privé,Hauts-de-France
3150,IRCOM LYON,Licence,Province,Privé,Auvergne-Rhône-Alpes
3151,European Business School Paris,Ecole de Commerce,Ile-de-France,Privé,Ile-de-France
3152,EDC Paris BS,Ecole de Commerce,Ile-de-France,Privé,Ile-de-France
3153,EM Lyon Business School (Campus Paris),Ecole de Commerce,Ile-de-France,Privé,Ile-de-France
3154,KEDGE BUSINESS SCHOOL - Site de Marseille,Ecole de Commerce,Province,Privé,Provence Alpes Côte d'Azur
3155,ESRA - Paris,Autre formation,Ile-de-France,Privé,Ile-de-France
3156,Lycée professionnel agricole de COCONI,BTS,Outre-mer / Etranger,Public,Mayotte
3157,Université de La Réunion - Saint Denis,Licence,Outre-mer / Etranger,Public,La Réunion
3158,Lycée professionnel Jules Antonini,BTS,Province,Public,Corse
3159,Université de Rennes 2,Licence,Province,Public,Bretagne
3160,Lycée du Diadème - Te tara o mai'ao,BTS,Outre-mer / Etranger,Public,Polynésie française
3161,Université de Bretagne Sud - Site de Lorient,Licence_Las,Province,Public,Bretagne
3162,Université Angers,Licence_Las,Province,Public,Pays de la Loire
3163,Université des Antilles - Pôle Martinique,PASS,Outre-mer / Etranger,Public,Martinique
3164,ESAA Boulle,Autre formation,Ile-de-France,Public,Ile-de-France
3165,ESAA Boulle,Autre formation,Ile-de-France,Public,Ile-de-France
3166,Université Paris Nanterre,Licence_Las,Ile-de-France,Public,Ile-de-France
3167,Université de Reims Champagne-Ardenne,Licence_Las,Province,Public,Grand Est
3168,Université des Antilles - Pôle Guadeloupe,Licence_Las,Outre-mer / Etranger,Public,Guadeloupe
3169,ICES - Institut Catholique de Vendée,Licence,Province,Privé,Pays de la Loire
3170,Université de Bourgogne - site de Dijon,Licence_Las,Province,Public,Bourgogne-Franche-Comté
3171,Université d'Artois - Site de Lens,Licence_Las,Province,Public,Hauts-de-France
3172,"Universite Jean Monnet, Saint-Etienne",Licence_Las,Province,Public,Auvergne-Rhône-Alpes
3173,Aix Marseille Université- Site de Gap,Licence_Las,Province,Public,Provence Alpes Côte d'Azur
3174,Institut Catholique de Lyon,Licence,Province,Privé,Auvergne-Rhône-Alpes
3175,Unite de formation et de recherches Médecine et techniques médicales Université de Nantes,Autre formation,Province,Public,Pays de la Loire
3176,Université de Perpignan Via Domitia,Licence_Las,Province,Public,Occitanie
3177,Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Licence_Las,Ile-de-France,Public,Ile-de-France
3178,Université des Antilles - Pôle Martinique,Licence_Las,Outre-mer / Etranger,Public,Martinique
3180,Ecole Universitaire de premier cycle - Campus d'Orsay Université de Paris-Saclay (Orsay),Licence_Las,Ile-de-France,Public,Ile-de-France
3181,Lycée agricole Emile Boyer de La Giroday,BTS,Outre-mer / Etranger,Public,La Réunion
3182,Université de Pau et des Pays de l'Adour,Licence_Las,Province,Public,Nouvelle-Aquitaine
3183,Université de Brest,Licence_Las,Province,Public,Bretagne
3184,"Université Paris-Saclay, Campus d-Evry",Licence,Ile-de-France,Public,Ile-de-France
3185,Université Paris 13 - Antenne de Bobigny,PASS,Ile-de-France,Public,Ile-de-France
3186,Université de Lille,Licence,Province,Public,Hauts-de-France
3187,Université de Montpellier,Licence_Las,Province,Public,Occitanie
3188,Université de Lille,PASS,Province,Public,Hauts-de-France
3189,ECAM Lyon,Ecole d'Ingénieur,Province,Privé,Auvergne-Rhône-Alpes
3191,Université de Lille,PASS,Province,Public,Hauts-de-France
3192,EIGSI La Rochelle,Ecole d'Ingénieur,Province,Privé,Nouvelle-Aquitaine
3193,IUT de l'Aisne - Site de Soissons-Cuffies,DUT,Province,Public,Hauts-de-France
3194,Lycée Amiral De Grasse,BTS,Province,Public,Provence Alpes Côte d'Azur
3195,Lycée des métiers Rene Caillie,BTS,Province,Public,Provence Alpes Côte d'Azur
3196,Lycée Paul Langevin,BTS,Province,Public,Provence Alpes Côte d'Azur
3197,Aix-Marseille Université - Site de Marseille Saint Charles,Autre formation,Province,Public,Provence Alpes Côte d'Azur
3198,IUT Aix-Marseille - Site d'Aix-En-Provence,DUT,Province,Public,Provence Alpes Côte d'Azur
3199,Lycée Malherbe,CPGE,Province,Public,Normandie
3200,Lycée Institut Lemonnier,BTS,Province,Privé,Normandie
3201,Université de Caen Normandie,Licence,Province,Public,Normandie
3202,Lycée Marie Curie,BTS,Province,Public,Normandie
3203,Lycée Jules Verne,BTS,Province,Public,Normandie
3204,IUT GRAND OUEST NORMANDIE - Pôle de Caen - Site d'Ifs,DUT,Province,Public,Normandie
3205,I.U.T. Angoulême,DUT,Province,Public,Nouvelle-Aquitaine
3206,Lycée des Métiers - Hotelier,Autre formation,Province,Public,Nouvelle-Aquitaine
3207,Lycée Jacques Coeur,BTS,Province,Public,Centre-Val de Loire
3208,Lycée Pierre-Emile Martin,BTS,Province,Public,Centre-Val de Loire
3209,I.U.T de Bourges,DUT,Province,Public,Centre-Val de Loire
3210,Lycée professionnel Marcel Barbanceys,BTS,Province,Public,Nouvelle-Aquitaine
3211,Lycée Montchapet,BTS,Province,Public,Bourgogne-Franche-Comté
3212,Lycée agricole Viticole,BTS,Province,Public,Bourgogne-Franche-Comté
3213,I.U.T de Dijon,DUT,Province,Public,Bourgogne-Franche-Comté
3214,I.U.T de Saint-Brieuc,DUT,Province,Public,Bretagne
3215,Lycée Bertran De Born,CPGE,Province,Public,Nouvelle-Aquitaine
3216,Lycée Laure Gatet,BTS,Province,Public,Nouvelle-Aquitaine
3217,I.U.T de Besançon,DUT,Province,Public,Bourgogne-Franche-Comté
3218,Université de Franche-Comté - Site de Besançon,Licence,Province,Public,Bourgogne-Franche-Comté
3219,I.U.T de Valence,DUT,Province,Public,Auvergne-Rhône-Alpes
3220,Université Grenoble Alpes - Antenne de Valence,Licence,Province,Public,Auvergne-Rhône-Alpes
3221,Université Grenoble Alpes - Antenne de Valence,Licence_Las,Province,Public,Auvergne-Rhône-Alpes
3222,Lycée Modeste Leroy,BTS,Province,Public,Normandie
3223,Lycée agricole d'Evreux,BTS,Province,Public,Normandie
3224,Lycée Jacques Prevert,BTS,Province,Public,Normandie
3225,Lycée Emile Zola,BTS,Province,Public,Centre-Val de Loire
3226,Lycée Vauban,BTS,Province,Public,Bretagne
3227,Lycée Tristan Corbiere,BTS,Province,Public,Bretagne
3228,Lycée Yves Thepot,BTS,Province,Public,Bretagne
3229,Lycée Estran Fenelon,BTS,Province,Privé,Bretagne
3230,Université de Brest,Licence,Province,Public,Bretagne
3231,Université de Brest,Licence,Province,Public,Bretagne
3232,I.U.T de Quimper,DUT,Province,Public,Bretagne
3233,Lycée Alphonse DAUDET,CPGE,Province,Public,Occitanie
3234,Lycée Emmanuel d'Alzon,BTS,Province,Privé,Occitanie
3235,Lycée Déodat de Séverac,BTS,Province,Public,Occitanie
3236,Lycée Ozenne,BTS,Province,Public,Occitanie
3237,Ecole Nationale Supérieure d'Architecture de Toulouse,Autre formation,Province,Public,Occitanie
3238,I.U.T de Toulouse,DUT,Province,Public,Occitanie
3239,I.U.T de Toulouse,DUT,Province,Public,Occitanie
3240,Institut Limayrac,BTS,Province,Privé,Occitanie
3241,Université Toulouse 1 Capitole,Licence,Province,Public,Occitanie
3242,Université Toulouse 1 Capitole,Licence,Province,Public,Occitanie
3243,Lycée Montaigne,CPGE,Province,Public,Nouvelle-Aquitaine
3244,Lycée Camille Jullian,CPGE,Province,Public,Nouvelle-Aquitaine
3245,Lycée Alfred Kastler,BTS,Province,Public,Nouvelle-Aquitaine
3246,I.U.T de Bordeaux - Site Bordeaux - Gradignan,DUT,Province,Public,Nouvelle-Aquitaine
3247,Université Bordeaux Montaigne,Licence,Province,Public,Nouvelle-Aquitaine
3248,Lycée polyvalent Jean Moulin,BTS,Province,Public,Occitanie
3249,Université de Montpellier,Autre formation,Province,Public,Occitanie
3250,Université Paul Valery Montpellier - Site de Béziers,Licence,Province,Public,Occitanie
3251,Lycée Joliot-Curie,BTS,Province,Public,Bretagne
3252,Lycée Jeanne D'Arc,BTS,Province,Privé,Bretagne
3253,Lycée Sainte Marguerite,BTS,Province,Privé,Centre-Val de Loire
3254,IUT 1 GRENOBLE,DUT,Province,Public,Auvergne-Rhône-Alpes
3255,Lycée Pierre Termier,BTS,Province,Privé,Auvergne-Rhône-Alpes
3256,I.U.T. 2 de Grenoble,DUT,Province,Public,Auvergne-Rhône-Alpes
3257,Lycée professionnel Agricole Paul Claudel,BTS,Province,Privé,Auvergne-Rhône-Alpes
3258,Lycée Jean Monnet,BTS,Province,Public,Auvergne-Rhône-Alpes
3259,LPO Talensac - Jeanne Bernard,BTS,Province,Privé,Pays de la Loire
3260,Ecole Sup. ENACOM,BTS,Province,Privé,Pays de la Loire
3261,MFREO de Javols,BTS,Province,Privé,Occitanie
3262,Lycée Polyvalent Chevrollier,BTS,Province,Public,Pays de la Loire
3263,Groupe ESA-Ecole Supérieure d'Agriculture,BTS,Province,Privé,Pays de la Loire
3264,Lycée professionnel LA PROVIDENCE,BTS,Province,Privé,Pays de la Loire
3265,Lycée Charles-Francois Lebrun,BTS,Province,Public,Normandie
3266,Lycée Franklin Roosevelt,BTS,Province,Public,Grand Est
3267,Lycée Diderot,BTS,Province,Public,Grand Est
3268,Lycée Saint-Exupery,BTS,Province,Public,Grand Est
3269,Lycée Saint-Exupery,BTS,Province,Public,Grand Est
3270,Lycée Frédéric Chopin,BTS,Province,Public,Grand Est
3271,Lycée Georges de la Tour,BTS,Province,Public,Grand Est
3272,Lycée agricole Nancy-Pixerecourt,BTS,Province,Public,Grand Est
3273,Université de Lorraine - Site de Nancy,Licence,Province,Public,Grand Est
3274,Lycée Charles De Foucauld,BTS,Province,Privé,Grand Est
3275,Lycée Charles De Foucauld,BTS,Province,Privé,Grand Est
3276,Lycée agricole Le Gros Chêne,BTS,Province,Public,Bretagne
3277,Lycée St Joseph - LaSalle Lorient,BTS,Province,Privé,Bretagne
3278,Lycée Louis Vincent,BTS,Province,Public,Grand Est
3279,Lycée des Métiers Charles Jully,BTS,Province,Public,Grand Est
3280,Lycée Georges De La Tour,CPGE,Province,Public,Grand Est
3281,Lycée agricole de Nevers Challuy,BTS,Province,Public,Bourgogne-Franche-Comté
3282,Lycée Jean Moulin,BTS,Province,Public,Hauts-de-France
3283,Lycée Du Hainaut,CPGE,Province,Public,Hauts-de-France
3284,Lycée Saint Rémi,BTS,Province,Privé,Hauts-de-France
3285,"Lycée de la Nature et des Biotechnologies, Douai Bio Tech'",BTS,Province,Public,Hauts-de-France
3286,Lycée Felix Faure,BTS,Province,Public,Hauts-de-France
3287,Lycée Felix Faure,BTS,Province,Public,Hauts-de-France
3288,Lycée CASSINI,BTS,Province,Public,Hauts-de-France
3289,Lycée Jeanne D'Arc (Argentan),BTS,Province,Privé,Normandie
3290,IUT GRAND OUEST NORMANDIE - Pôle d'Alençon,DUT,Province,Public,Normandie
3291,MFREO de la Ferté Macé,BTS,Province,Privé,Normandie
3292,Lycée Mézeray Gabriel,BTS,Province,Public,Normandie
3293,Lycée Jan Lavezzari,BTS,Province,Public,Hauts-de-France
3294,CPI Clermont-Ferrand (Sigma Clermont),Ecole d'Ingénieur,Province,Public,Auvergne-Rhône-Alpes
3295,LPA de Rochefort-Montagne,BTS,Province,Public,Auvergne-Rhône-Alpes
3296,I.U.T. de Bayonne,DUT,Province,Public,Nouvelle-Aquitaine
3297,I.U.T de Perpignan,DUT,Province,Public,Occitanie
3298,Lycée Andre Maurois,BTS,Province,Public,Grand Est
3299,Lycée Jean Rostand,BTS,Province,Public,Grand Est
3300,I.U.T. d'Illkirch,DUT,Province,Public,Grand Est
3301,Lycée agricole d'Obernai,BTS,Province,Public,Grand Est
3302,Lycée Blaise Pascal,CPGE,Province,Public,Grand Est
3303,Lycée Albert Schweitzer,BTS,Province,Public,Grand Est
3304,Lycée Laurent de Lavoisier,BTS,Province,Public,Grand Est
3305,IUT Lyon1 Site de Villeurbanne Doua,DUT,Province,Public,Auvergne-Rhône-Alpes
3306,Lycée La Favorite Sainte Therese,BTS,Province,Privé,Auvergne-Rhône-Alpes
3307,Lycée Assomption Bellevue,CPGE,Province,Privé,Auvergne-Rhône-Alpes
3308,Ecole LA MACHE,BTS,Province,Privé,Auvergne-Rhône-Alpes
3309,Université Jean Moulin Lyon 3,Licence,Province,Public,Auvergne-Rhône-Alpes
3310,I.U.T LUMIERE Lyon 2,DUT,Province,Public,Auvergne-Rhône-Alpes
3311,Lycée LEON BLUM,BTS,Province,Public,Bourgogne-Franche-Comté
3312,I.U.T du Creusot,DUT,Province,Public,Bourgogne-Franche-Comté
3313,Lycée Saint Ambroise,BTS,Province,Privé,Auvergne-Rhône-Alpes
3314,Université Savoie Mont Blanc - Chambéry,Licence,Province,Public,Auvergne-Rhône-Alpes
3315,Lycée Claude Monet,CPGE,Ile-de-France,Public,Ile-de-France
3316,Université Paris 1 Panthéon Sorbonne,Licence,Ile-de-France,Public,Ile-de-France
3317,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
3318,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
3319,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
3320,"Sorbonne Université - Lettres, Arts, Langues, Sciences Humaines et Sociales",Licence,Ile-de-France,Public,Ile-de-France
3321,Université de Paris,Licence,Ile-de-France,Public,Ile-de-France
3322,INALCO,Licence,Ile-de-France,Public,Ile-de-France
3323,Lycée Michelet,CPGE,Ile-de-France,Public,Ile-de-France
3324,I.U.T de Ville d'Avray - Antenne de Nanterre,DUT,Ile-de-France,Public,Ile-de-France
3325,Lycée Andre Boulloche,BTS,Ile-de-France,Public,Ile-de-France
3326,Université Côte d'Azur,Licence,Province,Public,Provence Alpes Côte d'Azur
3327,Université des Antilles - Pôle Martinique,Licence,Outre-mer / Etranger,Public,Martinique
3328,Université de Strasbourg,Autre formation,Province,Public,Grand Est
3329,Université de Corte,Licence,Province,Public,Corse
3330,Université d'Artois - Site de Liévin,Licence,Province,Public,Hauts-de-France
3331,IUT de Kourou - Campus de TROUBIRAN à Cayenne,DUT,Outre-mer / Etranger,Public,Guyane
3332,Lycée Françoise De Grâce,BTS,Province,Public,Normandie
3333,Lycée Jean-Baptiste De Baudre,BTS,Province,Public,Nouvelle-Aquitaine
3334,LEGTA Edgard PISANI de Tulle-Naves,BTS,Province,Public,Nouvelle-Aquitaine
3335,Lycée professionnel Lavoisier,BTS,Province,Public,Normandie
3336,Lycée du Forez,BTS,Province,Public,Auvergne-Rhône-Alpes
3337,Université de Nantes,Licence,Province,Public,Pays de la Loire
3338,Université Toulouse 3 Paul Sabatier,Autre formation,Province,Public,Occitanie
3339,Université de Rennes 1,Licence,Province,Public,Bretagne
3340,Lycée Blaise Pascal,BTS,Province,Public,Hauts-de-France
3341,Lycée Bellevue,Autre formation,Outre-mer / Etranger,Public,Martinique
3342,Lycée Ferdinand Buisson,BTS,Province,Public,Auvergne-Rhône-Alpes
3343,Lycée professionnel Jean Perrin,BTS,Outre-mer / Etranger,Public,La Réunion
3344,Lycée des Métiers de l'Hôtellerie Guillaume TIREL,Autre formation,Ile-de-France,Public,Ile-de-France
3345,Université de Nantes,Licence,Province,Public,Pays de la Loire
3346,Université de Nantes,Licence,Province,Public,Pays de la Loire
3347,Université Grenoble Alpes,Licence,Province,Public,Auvergne-Rhône-Alpes
3348,Université Lumière-Lyon 2,Licence,Province,Public,Auvergne-Rhône-Alpes
